Frequency,Magnitude
0.0,92.07291152356636
0.004975124378109453,326.85739950540676
0.009950248756218905,204.63258872710995
0.014925373134328358,105.80790310965668
0.01990049751243781,72.50347375265105
0.02487562189054726,56.61484902784069
0.029850746268656716,37.848886765243954
0.03482587064676617,29.189139662296004
0.03980099502487562,22.463791019218718
0.04477611940298507,18.255375498450974
0.04975124378109452,14.780793000225959
0.05472636815920398,11.599811354761314
0.05970149253731343,9.69773984153134
0.06467661691542288,7.628404664816883
0.06965174129353234,5.755869780989039
0.07462686567164178,4.689000383674643
0.07960199004975124,3.8153561282977515
0.0845771144278607,3.3490508350317123
0.08955223880597014,3.167740720148203
0.0945273631840796,2.60196767235628
0.09950248756218905,1.8487679202081284
0.1044776119402985,1.6407965570629839
0.10945273631840796,1.6158906700133253
0.1144278606965174,1.3305485602789997
0.11940298507462686,0.9895935864581867
0.12437810945273632,0.8343744475281506
0.12935323383084577,0.7104560414858584
0.13432835820895522,0.7345140632007428
0.13930348258706468,0.6606227424696727
0.14427860696517414,0.4216497023054637
0.14925373134328357,0.2166076018666105
0.15422885572139303,0.10148376002015455
0.15920398009950248,0.03293743517058818
0.16417910447761194,0.3592667193416559
0.1691542288557214,0.37848907649074637
0.17412935323383083,0.5333624626403519
0.1791044776119403,0.25602684681891175
0.18407960199004975,0.06412328122786548
0.1890547263681592,0.11039581378211785
0.19402985074626866,0.14168139104168923
0.1990049751243781,0.1393215324891311
0.20398009950248755,0.3286404465001031
0.208955223880597,0.3511014509522891
0.21393034825870647,0.22798549574022295
0.21890547263681592,0.07972549856076236
0.22388059701492538,0.20007773452999
0.2288557213930348,0.3707201672806129
0.23383084577114427,0.6562432808393065
0.23880597014925373,0.6937129090193327
0.24378109452736318,0.6072625229946602
0.24875621890547264,0.5247006774556846
0.2537313432835821,0.5280945994034854
0.25870646766169153,0.5351682051339892
0.263681592039801,0.4686661775065106
0.26865671641791045,0.10423236564655193
0.2736318407960199,0.4805732576986867
0.27860696517412936,0.9491145389697215
0.2835820895522388,1.0930983272851205
0.2885572139303483,0.8495075934103644
0.2935323383084577,0.6260768842110724
0.29850746268656714,0.5491600590959993
0.3034825870646766,0.43012599846565436
0.30845771144278605,0.2869502025077505
0.31343283582089554,0.34833085195428204
0.31840796019900497,0.4769134138498279
0.3233830845771144,0.5995010854471636
0.3283582089552239,0.5221203832542806
0.3333333333333333,0.32963594667235
0.3383084577114428,0.4791633488041251
0.34328358208955223,0.4583406469059332
0.34825870646766166,0.3972153403371408
0.35323383084577115,0.35832507741554176
0.3582089552238806,0.25303395633456965
0.36318407960199006,0.33140915414815253
0.3681592039800995,0.38366045232721774
0.3731343283582089,0.3338678596932827
0.3781094527363184,0.20399560642020492
0.38308457711442784,0.0720963713855312
0.3880597014925373,0.39260192666730137
0.39303482587064675,0.5184834304421926
0.3980099502487562,0.536905147786734
0.40298507462686567,0.46113459681287206
0.4079601990049751,0.3405436633951681
0.4129353233830846,0.3188485846626888
0.417910447761194,0.344584555663825
0.4228855721393035,0.3752225808275401
0.42786069651741293,0.3649739734963285
0.43283582089552236,0.17078524940774492
0.43781094527363185,0.12457697699563486
0.4427860696517413,0.04385581152649659
0.44776119402985076,0.1839202960974548
0.4527363184079602,0.34783996604893175
0.4577114427860696,0.3144712730448634
0.4626865671641791,0.17124355119854373
0.46766169154228854,0.2912628319184982
0.472636815920398,0.31474159341872954
0.47761194029850745,0.344790480229011
0.4825870646766169,0.3035095999545126
0.48756218905472637,0.2015536963853681
0.4925373134328358,0.4148018165578794
0.4975124378109453,0.3118711806254831
