Frequency,Magnitude
0.0,108.58417106827577
0.004975124378109453,451.9870293561028
0.009950248756218905,230.9315827656044
0.014925373134328358,105.11486542111436
0.01990049751243781,71.43132368541085
0.02487562189054726,57.830963842064584
0.029850746268656716,37.05571142076639
0.03482587064676617,29.569572448555448
0.03980099502487562,22.40950791341949
0.04477611940298507,18.16442345580724
0.04975124378109452,14.922071355981373
0.05472636815920398,11.47537344079859
0.05970149253731343,9.766552964398004
0.06467661691542288,7.610142041719917
0.06965174129353234,5.722986554027231
0.07462686567164178,4.713793936210243
0.07960199004975124,3.737990689092879
0.0845771144278607,3.2847518720355593
0.08955223880597014,2.9909228969283954
0.0945273631840796,2.327417756089359
0.09950248756218905,1.49060564603072
0.1044776119402985,1.0442561795003935
0.10945273631840796,0.8146202636222722
0.1144278606965174,0.4898349964202847
0.11940298507462686,0.19547924498335537
0.12437810945273632,0.1268718812320757
0.12935323383084577,0.03608600309586592
0.13432835820895522,0.043489114433138264
0.13930348258706468,0.004537510644731357
0.14427860696517414,0.01780160222213491
0.14925373134328357,0.011627080205119388
0.15422885572139303,0.00971363547647766
0.15920398009950248,0.00914802228625139
0.16417910447761194,0.008470864688421462
0.1691542288557214,0.007634270048736104
0.17412935323383083,0.006576573109453752
0.1791044776119403,0.006396218525482658
0.18407960199004975,0.005712223985530194
0.1890547263681592,0.00519816195030199
0.19402985074626866,0.004778781817625075
0.1990049751243781,0.004361330889212333
0.20398009950248755,0.004008155866234779
0.208955223880597,0.003682294723079305
0.21393034825870647,0.0033860081595080953
0.21890547263681592,0.003117546261422994
0.22388059701492538,0.002872071903268872
0.2288557213930348,0.002651368244140968
0.23383084577114427,0.0024457031871429097
0.23880597014925373,0.0022619740083621286
0.24378109452736318,0.002090134752918667
0.24875621890547264,0.0019340174042331553
0.2537313432835821,0.0017903909088755625
0.25870646766169153,0.0016577799594666733
0.263681592039801,0.0015360527367799476
0.26865671641791045,0.0014234403373978306
0.2736318407960199,0.001319496211583079
0.27860696517412936,0.0012234216198660996
0.2835820895522388,0.0011343574335992718
0.2885572139303483,0.0010519176005529295
0.2935323383084577,0.0009753735407219323
0.29850746268656714,0.000904329398131494
0.3034825870646766,0.0008382992732408806
0.30845771144278605,0.0007768869872684611
0.31343283582089554,0.0007197308629722759
0.31840796019900497,0.0006664956139428868
0.3233830845771144,0.0006168836426760316
0.3283582089552239,0.0005706217836953069
0.3333333333333333,0.0005274620430523931
0.3383084577114428,0.00048717938266573874
0.34328358208955223,0.00044956774125454776
0.34825870646766166,0.0004144397701764257
0.35323383084577115,0.0003816240942274499
0.3582089552238806,0.0003509641066277263
0.36318407960199006,0.0003223165372202915
0.3681592039800995,0.0002955501675890428
0.3731343283582089,0.000270544788536
0.3781094527363184,0.00024719013583557087
0.38308457711442784,0.0002253850451150143
0.3880597014925373,0.0002050366154970456
0.39303482587064675,0.0001860594887348111
0.3980099502487562,0.00016837518041624378
0.40298507462686567,0.0001519114674344296
0.4079601990049751,0.00013660182499944336
0.4129353233830846,0.00012238489580840425
0.417910447761194,0.00010920398680036694
0.4228855721393035,9.700657785509953e-05
0.42786069651741293,8.574383008520224e-05
0.43283582089552236,7.53700759743778e-05
0.43781094527363185,6.584227028649445e-05
0.4427860696517413,5.7119374493095754e-05
0.44776119402985076,4.916164106372978e-05
0.4527363184079602,4.192975679579523e-05
0.4577114427860696,3.538379765266722e-05
0.4626865671641791,2.9481948603591783e-05
0.46766169154228854,2.4178955040388916e-05
0.472636815920398,1.9424313981211486e-05
0.47761194029850745,1.5160297867941162e-05
0.4825870646766169,1.1320043654404627e-05
0.48756218905472637,7.826127186298907e-06
0.4925373134328358,4.590259213072564e-06
0.4975124378109453,1.5160570453069774e-06
